recommend,sentiment_analysis,item_id,year
True,2,206210.0,2014
True,2,265630.0,2014
True,2,244850.0,2014
True,1,208090.0,2014
True,1,730.0,2015
True,2,401190.0,2015
True,2,222880.0,2014
True,0,252490.0,2014
False,2,200210.0,2014
True,1,219150.0,2015
True,2,332500.0,2015
True,2,233450.0,2015
True,2,4000.0,2013
True,0,730.0,2015
True,2,440.0,2013
True,2,317820.0,2015
True,0,730.0,2014
True,1,440.0,2014
False,2,265930.0,2014
True,2,266490.0,2014
True,0,72850.0,2014
True,2,31280.0,2014
True,0,234710.0,2014
True,2,233720.0,2014
True,2,207490.0,2013
True,2,7670.0,2015
True,2,238460.0,2015
True,2,230410.0,2015
True,0,227300.0,2015
False,2,8850.0,2015
True,2,8870.0,2015
True,2,286100.0,2014
True,1,730.0,2014
True,2,72850.0,2014
True,0,230410.0,2013
True,0,99900.0,2013
True,0,440.0,2013
True,2,360940.0,2015
True,2,252330.0,2014
True,2,221100.0,2014
True,1,219640.0,2013
True,2,222730.0,2013
True,2,12900.0,2013
True,0,22380.0,2014
True,2,312990.0,2014
True,2,204100.0,2014
True,2,550.0,2014
True,1,346900.0,2015
True,0,72850.0,2014
True,2,550.0,2014
True,2,440.0,2012
False,2,570.0,2015
True,2,72850.0,2014
True,1,293260.0,2015
False,0,204360.0,2015
True,2,269210.0,2014
True,2,10090.0,2015
True,2,236390.0,2013
True,2,209870.0,2013
True,2,730.0,2012
True,2,306130.0,2014
True,2,219640.0,2014
True,2,243470.0,2014
False,2,248140.0,2013
True,2,4920.0,2014
True,2,204300.0,2014
True,2,212680.0,2014
True,2,264140.0,2014
True,2,440.0,2013
True,0,210770.0,2014
True,2,252490.0,2014
True,2,298160.0,2015
True,2,247950.0,2015
True,2,105600.0,2013
True,0,113200.0,2014
True,2,322070.0,2014
True,1,211820.0,2013
True,1,340340.0,2015
True,2,241930.0,2014
True,1,107410.0,2014
True,1,400.0,2015
True,2,220.0,2015
False,1,224260.0,2014
True,1,252490.0,2014
True,2,72850.0,2014
True,2,4000.0,2015
False,0,303390.0,2015
True,2,220.0,2014
True,2,266430.0,2014
True,1,312990.0,2014
True,2,246420.0,2014
True,2,221100.0,2014
True,1,730.0,2015
True,2,206210.0,2012
True,2,72850.0,2014
False,0,380.0,2014
True,2,17410.0,2014
True,2,34010.0,2013
True,2,570.0,2014
True,0,249050.0,2015
True,2,238320.0,2014
True,2,298630.0,2015
True,0,730.0,2015
True,0,207610.0,2013
True,1,55230.0,2012
True,2,225600.0,2014
True,2,13140.0,2012
True,0,250320.0,2013
True,2,8190.0,2012
True,2,72850.0,2012
True,2,8980.0,2012
True,2,4000.0,2014
True,2,218620.0,2014
True,0,22380.0,2015
True,1,248820.0,2014
True,1,102500.0,2014
True,2,730.0,2014
True,2,260230.0,2015
True,2,393420.0,2015
True,2,440.0,2013
True,2,230410.0,2015
True,1,253250.0,2015
True,2,233150.0,2015
True,2,40800.0,2011
True,0,48700.0,2014
True,2,212680.0,2014
True,2,730.0,2014
True,2,248570.0,2014
True,2,550.0,2011
True,2,22330.0,2015
True,1,289130.0,2015
True,2,218230.0,2014
True,2,230410.0,2015
True,2,730.0,2013
True,2,311210.0,2015
True,2,207610.0,2015
True,0,242760.0,2015
True,2,49520.0,2013
True,1,230050.0,2015
True,0,440.0,2015
True,2,72850.0,2015
True,2,440.0,2014
True,2,730.0,2015
True,2,243870.0,2014
True,0,570.0,2014
True,0,208090.0,2014
True,2,49520.0,2014
True,0,550.0,2014
True,2,440.0,2014
True,1,251570.0,2015
True,2,265061.0,2014
True,2,4000.0,2014
True,0,224260.0,2015
True,1,201570.0,2014
True,0,221040.0,2015
True,2,730.0,2015
True,2,384310.0,2015
True,2,242920.0,2014
True,2,108600.0,2014
True,2,214490.0,2015
True,2,250620.0,2014
True,2,207610.0,2013
True,2,1510.0,2011
True,2,301520.0,2014
True,2,105600.0,2014
True,2,304930.0,2014
True,2,219740.0,2014
True,2,218620.0,2013
True,1,4000.0,2015
True,1,271590.0,2015
True,2,218620.0,2014
True,2,440.0,2014
True,2,440.0,2012
True,2,286160.0,2015
True,2,34330.0,2015
True,2,244850.0,2015
False,2,223470.0,2015
True,2,304930.0,2014
True,2,344760.0,2015
False,0,227680.0,2013
True,2,211820.0,2014
True,2,49520.0,2015
False,2,301520.0,2015
True,2,65980.0,2015
True,0,250500.0,2015
True,0,248820.0,2015
True,0,206440.0,2015
True,2,307070.0,2015
True,1,313340.0,2014
True,2,236090.0,2014
True,2,233450.0,2015
True,1,332800.0,2014
False,0,271590.0,2015
True,1,265930.0,2014
True,1,208090.0,2014
True,1,55230.0,2014
True,1,1250.0,2014
True,1,39000.0,2014
True,0,4500.0,2014
False,0,730.0,2014
True,1,218620.0,2015
True,1,440.0,2014
True,2,220860.0,2014
False,0,281820.0,2014
False,0,10180.0,2014
True,1,4000.0,2014
True,2,304050.0,2015
True,1,208090.0,2014
True,2,200710.0,2014
False,2,244230.0,2014
False,1,218620.0,2015
True,2,251570.0,2014
True,0,417860.0,2015
True,1,6060.0,2014
True,2,224260.0,2013
True,1,318530.0,2015
False,1,227100.0,2014
True,1,104900.0,2014
True,0,8870.0,2014
True,1,233720.0,2014
True,2,380.0,2014
True,2,203810.0,2012
True,2,353560.0,2015
True,0,252490.0,2013
True,2,730.0,2015
True,1,304930.0,2015
True,1,218230.0,2013
True,2,1250.0,2013
True,2,349700.0,2015
True,0,333930.0,2015
True,1,104700.0,2015
True,2,440.0,2014
True,2,221380.0,2013
True,1,550.0,2013
True,2,8930.0,2014
True,1,209080.0,2013
True,2,440.0,2014
True,2,204360.0,2015
True,2,318220.0,2014
True,2,300380.0,2014
True,2,271590.0,2015
True,2,303820.0,2015
True,2,227300.0,2015
True,2,207610.0,2014
True,2,263280.0,2014
True,2,233860.0,2014
True,2,313120.0,2015
True,2,251570.0,2014
True,0,25980.0,2013
True,2,203810.0,2012
True,2,218620.0,2015
True,2,105600.0,2011
True,2,1250.0,2011
True,2,224760.0,2014
True,2,730.0,2015
True,2,440.0,2015
True,2,227700.0,2014
True,1,246700.0,2014
True,2,236090.0,2014
True,2,237310.0,2014
True,2,209540.0,2014
True,2,230410.0,2014
True,2,105600.0,2013
True,2,570.0,2014
True,2,4000.0,2014
True,2,210770.0,2014
True,1,730.0,2014
True,1,218230.0,2013
True,2,206190.0,2013
True,1,203850.0,2013
True,2,250900.0,2014
True,2,22380.0,2014
True,2,262060.0,2015
True,2,289650.0,2014
True,2,282900.0,2015
True,1,301760.0,2014
True,2,1840.0,2013
False,2,344760.0,2015
False,0,351290.0,2015
True,2,206210.0,2015
True,2,730.0,2015
False,0,299860.0,2014
True,2,22370.0,2013
True,2,105600.0,2012
True,1,440.0,2012
True,0,60.0,2013
True,2,24240.0,2014
True,2,30.0,2013
True,2,323500.0,2014
True,0,6060.0,2015
True,2,49520.0,2014
False,0,319510.0,2015
True,2,630.0,2015
False,2,99900.0,2015
False,0,102700.0,2015
False,0,38830.0,2015
False,0,344760.0,2015
True,1,570.0,2015
True,1,273350.0,2015
True,2,238090.0,2014
True,0,221100.0,2014
True,1,239820.0,2015
False,1,368990.0,2015
False,2,218620.0,2015
True,2,570.0,2014
True,0,4000.0,2014
True,0,730.0,2015
True,2,43160.0,2013
True,2,4000.0,2011
True,0,331600.0,2015
True,2,211420.0,2014
True,2,246620.0,2014
False,0,216150.0,2015
True,2,301520.0,2014
True,1,570.0,2014
True,2,440.0,2015
True,2,730.0,2015
True,2,227300.0,2014
True,2,236390.0,2015
True,2,440.0,2013
True,0,440.0,2014
True,2,72850.0,2013
True,2,65980.0,2014
False,0,202170.0,2014
True,2,282350.0,2014
True,2,304930.0,2014
True,2,48700.0,2014
True,2,32470.0,2014
True,2,620.0,2011
True,2,72850.0,2011
True,0,55230.0,2011
False,0,105400.0,2011
True,2,9180.0,2011
False,0,91310.0,2011
True,1,440.0,2012
True,1,730.0,2013
True,1,252490.0,2014
True,1,570.0,2015
True,0,1840.0,2014
False,1,391460.0,2015
True,2,420.0,2014
True,1,340.0,2014
True,1,220.0,2014
True,1,258160.0,2015
True,2,322910.0,2015
True,2,8870.0,2013
True,0,221640.0,2013
True,1,218620.0,2014
True,1,242760.0,2014
True,1,220.0,2014
True,1,220240.0,2014
True,1,252490.0,2014
True,1,227300.0,2015
True,1,327410.0,2014
True,1,238320.0,2014
True,2,221380.0,2014
True,1,22380.0,2015
True,2,220.0,2015
True,0,70.0,2015
True,1,4000.0,2015
True,2,240.0,2015
True,2,50.0,2015
True,0,207815.0,2015
False,1,383080.0,2015
True,2,375820.0,2015
False,0,385830.0,2015
True,2,440.0,2015
True,2,246580.0,2014
True,1,261640.0,2015
True,2,250900.0,2014
True,2,322170.0,2015
True,2,8870.0,2013
True,2,304930.0,2015
False,1,440.0,2015
True,2,50130.0,2014
True,2,204100.0,2014
False,2,247950.0,2014
True,2,288470.0,2014
True,2,730.0,2015
True,0,327890.0,2015
True,2,274190.0,2015
True,1,244850.0,2014
True,0,257710.0,2014
True,0,17300.0,2015
True,2,259080.0,2015
True,0,8190.0,2015
True,0,8870.0,2014
True,2,4000.0,2013
True,2,730.0,2014
True,0,223470.0,2015
True,2,218620.0,2014
True,2,440.0,2014
True,2,8190.0,2014
True,0,368230.0,2015
True,2,252490.0,2014
True,1,261030.0,2015
True,1,342260.0,2015
True,1,239140.0,2015
True,2,440.0,2015
False,0,221100.0,2015
True,2,730.0,2015
True,2,304930.0,2015
True,0,241540.0,2014
True,2,311210.0,2015
True,1,730.0,2015
True,1,49520.0,2013
True,2,440.0,2014
True,0,730.0,2014
True,2,4000.0,2013
True,2,550.0,2014
True,2,730.0,2014
True,2,248820.0,2015
True,2,206190.0,2014
False,0,298630.0,2015
True,2,105600.0,2015
True,2,257510.0,2015
True,2,244850.0,2015
True,1,27020.0,2013
True,2,24240.0,2014
True,2,219150.0,2014
False,2,252530.0,2015
False,2,24010.0,2015
True,2,218620.0,2015
True,2,239820.0,2014
True,2,227300.0,2014
True,2,242760.0,2015
True,2,216150.0,2013
True,2,287700.0,2015
True,2,221380.0,2014
True,2,620.0,2015
True,2,206440.0,2015
True,2,72850.0,2014
True,2,440.0,2014
True,2,234310.0,2014
True,1,570.0,2014
True,1,57690.0,2015
True,0,332500.0,2015
True,2,230410.0,2014
True,1,1250.0,2014
True,0,570.0,2014
True,2,730.0,2015
True,2,221100.0,2014
True,2,43160.0,2014
True,0,49520.0,2013
True,1,218620.0,2014
True,1,246900.0,2015
True,1,259680.0,2014
True,2,210770.0,2013
True,0,238960.0,2013
True,1,72850.0,2015
True,2,730.0,2014
True,2,218680.0,2014
True,2,440.0,2014
True,1,202970.0,2014
False,1,267600.0,2014
True,2,249380.0,2014
False,0,24010.0,2014
True,2,292180.0,2014
False,2,65980.0,2014
True,0,263280.0,2014
False,2,267610.0,2014
True,2,233450.0,2014
True,0,265930.0,2014
True,0,301640.0,2015
True,2,50300.0,2014
True,2,231430.0,2014
True,2,8930.0,2015
True,2,304270.0,2015
False,0,239220.0,2015
True,1,282440.0,2014
True,1,223470.0,2014
False,2,730.0,2014
False,0,440.0,2013
True,2,72850.0,2014
True,2,105600.0,2014
True,2,4000.0,2013
True,1,4000.0,2014
False,2,221100.0,2015
True,2,4000.0,2014
True,2,440.0,2014
True,2,240.0,2012
True,0,212200.0,2015
True,2,223470.0,2015
False,0,310370.0,2015
True,1,391540.0,2015
True,2,224600.0,2015
True,2,236510.0,2014
True,2,730.0,2015
True,0,239820.0,2013
True,2,304930.0,2014
True,2,242860.0,2013
True,2,236390.0,2013
True,2,42960.0,2014
True,1,570.0,2013
False,0,440.0,2011
True,1,211500.0,2013
True,2,410340.0,2015
False,2,209160.0,2015
True,2,440.0,2015
True,2,280740.0,2015
True,2,221100.0,2013
True,2,440.0,2015
False,2,332500.0,2015
True,2,105600.0,2012
True,2,72850.0,2013
True,1,391540.0,2015
True,2,211820.0,2013
True,1,730.0,2015
True,2,48700.0,2014
True,1,4000.0,2014
True,2,270550.0,2015
True,2,730.0,2014
True,2,252950.0,2015
True,2,440.0,2014
True,2,8930.0,2014
True,1,45760.0,2014
True,2,730.0,2015
True,2,48700.0,2015
True,0,310370.0,2015
True,0,242860.0,2015
True,2,60.0,2015
True,2,327640.0,2015
True,2,300.0,2014
True,0,212500.0,2013
False,0,245130.0,2015
False,2,236430.0,2015
False,0,335300.0,2015
True,1,311210.0,2015
True,2,263280.0,2015
True,1,440.0,2013
True,0,207140.0,2015
True,0,252950.0,2015
True,1,304930.0,2015
True,2,730.0,2015
True,2,264710.0,2015
True,0,333930.0,2015
True,2,319630.0,2015
True,2,218620.0,2014
True,2,230410.0,2014
True,2,248800.0,2013
False,0,304050.0,2015
True,2,304930.0,2015
True,2,440.0,2015
True,0,9010.0,2015
True,2,206500.0,2014
True,1,391540.0,2015
True,0,200210.0,2012
True,2,4000.0,2014
True,0,240.0,2014
True,2,345200.0,2015
True,2,209650.0,2015
True,0,12200.0,2015
False,0,282440.0,2014
True,1,261030.0,2014
True,2,227300.0,2013
False,1,72850.0,2015
True,2,215280.0,2015
True,2,333930.0,2015
True,2,113420.0,2012
True,2,200910.0,2011
True,2,271590.0,2015
True,1,287700.0,2015
True,0,218620.0,2015
True,2,333930.0,2015
True,2,224600.0,2013
True,2,48700.0,2014
True,1,233860.0,2013
True,2,230410.0,2014
True,1,391540.0,2015
False,2,570.0,2014
True,2,440.0,2014
True,2,50300.0,2014
True,2,39140.0,2013
True,1,313740.0,2015
False,0,370100.0,2015
True,2,218620.0,2014
True,2,242760.0,2014
True,2,304050.0,2015
True,0,4000.0,2015
True,2,440.0,2014
True,2,338000.0,2015
True,2,304930.0,2014
True,2,250620.0,2014
True,1,274290.0,2015
True,1,221260.0,2015
True,2,323320.0,2015
False,2,227860.0,2014
True,2,570.0,2013
True,2,238960.0,2013
True,2,212680.0,2012
True,2,17080.0,2012
True,1,730.0,2015
True,2,225540.0,2015
True,2,218230.0,2012
True,2,50650.0,2013
True,1,346010.0,2015
True,0,107410.0,2015
True,0,271590.0,2015
False,1,218680.0,2015
False,1,224500.0,2015
True,2,72850.0,2015
True,2,220200.0,2015
False,2,233250.0,2015
True,2,244850.0,2014
True,1,730.0,2014
True,0,238320.0,2013
True,0,230410.0,2014
True,2,550.0,2014
True,1,208090.0,2014
True,1,440.0,2014
True,0,41000.0,2014
True,1,109400.0,2014
True,2,204360.0,2014
True,1,49520.0,2014
True,1,206420.0,2014
True,0,322330.0,2015
True,2,206190.0,2013
True,2,209870.0,2014
True,2,206210.0,2014
True,1,243870.0,2014
True,2,440.0,2013
True,2,203140.0,2014
True,2,8870.0,2014
True,2,207610.0,2012
True,2,57300.0,2012
True,1,8980.0,2012
True,1,105600.0,2012
True,2,42700.0,2011
True,1,401920.0,2015
True,1,35140.0,2015
True,0,200396.0,2015
False,0,202181.0,2014
False,2,225540.0,2015
True,0,24740.0,2015
True,2,271590.0,2015
True,2,201790.0,2015
True,1,105600.0,2015
True,1,252490.0,2014
True,2,22370.0,2015
True,2,314160.0,2015
True,1,730.0,2015
True,0,21100.0,2012
False,2,304930.0,2014
True,2,205100.0,2014
True,2,440.0,2014
True,2,113200.0,2013
True,0,221260.0,2013
True,1,440.0,2015
True,2,440.0,2015
True,1,730.0,2015
True,1,274170.0,2015
True,2,108500.0,2015
True,2,356070.0,2015
True,1,730.0,2014
True,2,33930.0,2014
True,2,218620.0,2014
True,2,244850.0,2014
False,0,104900.0,2014
True,2,240.0,2014
True,2,242760.0,2014
True,1,8870.0,2013
True,2,212480.0,2013
True,1,51100.0,2014
True,2,346010.0,2015
False,2,315640.0,2014
False,0,355180.0,2015
True,2,237310.0,2015
True,2,383080.0,2015
True,0,270170.0,2014
True,2,440.0,2013
True,1,4700.0,2015
True,2,47870.0,2014
True,1,1250.0,2013
True,1,240.0,2011
True,2,207230.0,2015
False,0,243870.0,2015
True,1,259080.0,2014
True,2,570.0,2014
True,1,233450.0,2015
True,0,24960.0,2015
True,0,8190.0,2013
True,2,243870.0,2014
False,0,227700.0,2014
True,2,250260.0,2015
True,1,440.0,2015
True,1,17080.0,2013
True,2,240.0,2014
True,2,298630.0,2015
False,0,232810.0,2013
True,2,265930.0,2014
True,2,232430.0,2013
False,2,243450.0,2014
False,0,238090.0,2014
False,0,247730.0,2013
True,2,304930.0,2015
True,2,730.0,2015
True,2,440.0,2015
False,2,290080.0,2014
True,2,440.0,2015
True,1,4000.0,2015
True,2,109400.0,2014
False,1,346110.0,2015
True,1,311210.0,2015
True,1,240.0,2013
True,2,259080.0,2013
False,0,260410.0,2014
True,0,440.0,2014
True,1,211820.0,2015
True,2,550.0,2015
True,2,248650.0,2013
True,0,232090.0,2015
True,2,233130.0,2014
True,2,350080.0,2015
True,1,440.0,2014
True,2,730.0,2014
True,2,20900.0,2014
True,2,105600.0,2014
True,0,570.0,2014
True,2,211820.0,2013
True,1,265930.0,2014
True,0,730.0,2015
True,0,1250.0,2013
True,1,570.0,2014
True,2,105600.0,2013
True,2,221640.0,2014
True,2,227940.0,2015
True,2,248820.0,2013
True,2,303390.0,2014
True,2,241560.0,2014
True,1,4580.0,2012
True,2,231430.0,2014
True,2,35450.0,2013
True,2,251570.0,2013
True,0,304930.0,2014
True,2,4000.0,2014
False,0,250400.0,2015
False,2,368870.0,2015
True,2,287700.0,2015
True,1,240.0,2014
True,1,226320.0,2015
True,2,99900.0,2015
False,1,214420.0,2015
True,2,304930.0,2014
False,0,107900.0,2014
True,2,207610.0,2014
True,2,236090.0,2014
True,2,49520.0,2014
False,0,263440.0,2014
True,2,8870.0,2014
True,2,304930.0,2015
True,0,218620.0,2015
True,1,380.0,2015
True,2,33230.0,2015
True,2,15100.0,2015
True,2,55230.0,2015
False,1,24960.0,2014
True,1,219640.0,2014
False,0,252490.0,2014
True,2,440.0,2014
True,1,417860.0,2015
True,2,391540.0,2015
True,2,440.0,2012
True,1,550.0,2015
True,1,730.0,2015
True,2,377160.0,2015
True,1,221100.0,2015
True,2,70400.0,2015
True,2,282900.0,2015
False,0,55110.0,2012
True,2,222750.0,2013
True,2,22380.0,2012
True,0,282070.0,2015
True,2,219680.0,2015
True,2,730.0,2014
False,0,218620.0,2015
True,2,271290.0,2014
True,2,440.0,2013
True,2,218230.0,2014
True,2,243870.0,2014
True,2,227940.0,2014
True,2,730.0,2015
True,2,239220.0,2014
True,2,49520.0,2013
False,2,107410.0,2015
True,2,440.0,2015
True,2,440.0,2014
False,0,318430.0,2015
False,1,271590.0,2015
True,0,334230.0,2015
True,0,250640.0,2015
True,2,319510.0,2014
True,2,217140.0,2013
True,2,209080.0,2014
True,2,245170.0,2014
True,2,263300.0,2014
True,0,323470.0,2015
True,2,202750.0,2014
True,1,72850.0,2014
True,2,570.0,2014
True,2,42910.0,2014
True,2,261570.0,2015
True,1,417860.0,2015
True,2,346900.0,2015
True,2,265630.0,2014
True,0,4000.0,2014
True,2,105600.0,2013
True,1,245470.0,2014
True,2,261030.0,2014
True,0,221100.0,2014
True,2,570.0,2013
True,2,238010.0,2014
True,2,730.0,2015
True,2,346110.0,2015
True,2,274940.0,2015
False,0,391540.0,2015
True,2,274190.0,2014
True,2,91700.0,2011
True,2,49600.0,2011
True,2,22200.0,2011
True,2,570.0,2015
True,2,249130.0,2014
False,0,43500.0,2014
True,2,204360.0,2014
True,2,55230.0,2013
True,2,282470.0,2014
True,2,250320.0,2014
True,2,440.0,2014
True,2,8930.0,2014
True,2,22380.0,2013
True,2,219740.0,2013
True,2,440.0,2015
True,1,245170.0,2015
True,2,332800.0,2014
True,2,366660.0,2015
True,2,221040.0,2015
True,0,287290.0,2015
False,2,214950.0,2015
True,2,243870.0,2014
True,2,221100.0,2014
True,2,241930.0,2014
True,1,730.0,2015
True,1,220200.0,2014
False,0,201810.0,2014
False,0,209650.0,2015
True,2,233450.0,2014
True,2,267381.0,2015
True,2,298630.0,2015
True,1,49520.0,2015
True,1,250900.0,2015
True,2,9420.0,2014
True,2,251570.0,2014
True,2,6060.0,2014
True,2,730.0,2014
True,2,48700.0,2015
False,1,730.0,2015
True,2,304930.0,2014
False,2,222880.0,2015
True,2,4920.0,2013
True,0,200210.0,2014
True,2,291550.0,2015
True,0,304930.0,2015
False,2,242760.0,2015
True,2,212680.0,2015
True,2,305620.0,2015
True,2,391540.0,2015
False,0,219640.0,2015
True,1,440.0,2015
True,0,319510.0,2014
True,0,8930.0,2014
True,2,219740.0,2014
True,2,570.0,2014
True,1,363970.0,2015
True,2,4000.0,2013
True,1,4000.0,2014
True,2,391540.0,2015
False,0,236790.0,2014
True,2,440.0,2014
True,2,251570.0,2014
True,2,12210.0,2015
True,1,39120.0,2015
True,2,72850.0,2015
True,2,220200.0,2015
True,2,287450.0,2014
False,1,232010.0,2015
True,1,4760.0,2015
True,2,221260.0,2015
False,1,38600.0,2015
True,2,15320.0,2015
True,2,4000.0,2015
False,0,317470.0,2014
True,2,8930.0,2013
True,2,50300.0,2015
True,2,620.0,2013
True,2,24200.0,2013
True,2,218620.0,2015
True,2,620.0,2015
True,0,354380.0,2015
False,0,243870.0,2015
True,0,730.0,2014
True,2,265210.0,2014
True,2,22380.0,2014
True,0,32800.0,2015
True,2,39000.0,2013
True,2,250260.0,2014
False,2,242800.0,2015
True,1,236510.0,2014
True,2,236390.0,2015
True,2,39120.0,2014
False,2,238960.0,2014
True,2,440.0,2014
True,2,24240.0,2015
True,2,271590.0,2015
False,0,12210.0,2015
True,2,339610.0,2015
True,2,240600.0,2015
True,0,570.0,2015
True,1,730.0,2015
True,2,55230.0,2015
True,2,220440.0,2013
True,1,237930.0,2014
True,0,9450.0,2015
True,2,346110.0,2015
True,0,273350.0,2015
True,2,391540.0,2015
True,0,319510.0,2015
True,0,49520.0,2014
True,1,105600.0,2014
True,2,391540.0,2015
True,0,388090.0,2015
True,1,250260.0,2014
True,1,1840.0,2014
True,2,220.0,2014
True,2,440.0,2014
True,2,219640.0,2013
True,0,440.0,2014
True,2,48700.0,2014
True,0,72850.0,2014
False,2,9900.0,2014
False,0,35450.0,2015
False,0,251060.0,2014
False,0,212680.0,2014
False,2,251570.0,2015
True,2,730.0,2015
True,2,570.0,2014
True,2,440.0,2015
True,2,304930.0,2014
True,2,4000.0,2014
True,2,440.0,2013
True,2,220.0,2014
False,2,265930.0,2014
False,2,4920.0,2013
True,1,730.0,2015
True,2,264710.0,2015
True,1,730.0,2015
False,0,311210.0,2015
True,1,202970.0,2014
True,2,113200.0,2012
True,0,91310.0,2013
True,2,413850.0,2015
True,2,7940.0,2015
True,2,730.0,2014
True,2,440.0,2013
True,2,238960.0,2015
True,2,42910.0,2014
True,2,730.0,2014
True,1,570.0,2014
False,0,241260.0,2014
True,2,72850.0,2014
True,0,55230.0,2014
True,2,570.0,2014
False,2,252490.0,2014
True,2,260230.0,2015
True,2,4000.0,2014
True,2,261030.0,2014
True,2,440.0,2014
True,2,213670.0,2014
True,2,102500.0,2014
True,2,248820.0,2014
True,2,206420.0,2014
True,1,22600.0,2015
True,1,230410.0,2014
True,2,4000.0,2013
False,1,304930.0,2014
True,1,105600.0,2015
True,1,291550.0,2015
False,0,45740.0,2015
True,2,201790.0,2015
True,0,223470.0,2015
True,0,234670.0,2015
True,0,440.0,2013
True,0,291550.0,2014
True,1,230410.0,2014
True,2,204360.0,2014
True,0,218230.0,2015
True,1,730.0,2014
True,2,49520.0,2014
True,2,9200.0,2014
True,2,550.0,2014
False,0,239160.0,2014
False,2,211420.0,2014
False,0,218620.0,2014
True,2,206420.0,2014
True,2,242050.0,2013
True,2,49520.0,2014
True,0,221100.0,2013
True,1,252490.0,2015
True,1,227940.0,2014
True,1,417860.0,2015
False,2,104700.0,2014
False,0,8930.0,2014
True,2,620.0,2014
True,2,245550.0,2014
True,2,222140.0,2014
True,2,72850.0,2014
True,0,570.0,2013
True,2,242680.0,2014
True,2,267530.0,2015
True,1,354140.0,2015
True,2,376870.0,2015
True,0,319510.0,2014
True,1,730.0,2015
True,2,304050.0,2015
True,1,220.0,2015
True,1,440.0,2015
True,1,304930.0,2015
True,1,4000.0,2015
True,2,440.0,2013
True,2,239820.0,2014
True,2,1250.0,2014
True,2,113200.0,2014
True,2,238460.0,2014
True,2,238960.0,2014
True,2,11610.0,2014
True,1,4580.0,2015
True,2,113200.0,2015
True,2,4000.0,2013
True,0,35450.0,2014
True,2,236390.0,2014
True,2,240.0,2013
True,1,440.0,2014
True,0,417860.0,2015
True,2,55230.0,2013
True,1,271590.0,2015
True,2,223710.0,2015
True,2,109400.0,2015
True,0,50300.0,2014
True,2,220.0,2014
True,2,244850.0,2014
True,0,730.0,2015
True,2,292030.0,2015
True,0,4920.0,2015
True,2,42700.0,2014
False,2,377160.0,2015
True,2,270550.0,2014
True,0,218620.0,2014
True,2,49520.0,2013
True,2,105600.0,2011
True,2,4000.0,2010
True,1,1250.0,2011
True,2,237930.0,2014
True,2,440.0,2015
False,0,570.0,2015
True,2,244850.0,2014
True,2,1840.0,2014
True,2,70.0,2014
True,2,265630.0,2014
True,2,730.0,2014
True,2,245170.0,2015
True,0,264200.0,2014
True,2,1250.0,2013
True,0,246580.0,2013
True,2,252490.0,2014
True,2,4000.0,2015
True,2,57300.0,2012
True,2,222880.0,2015
True,2,243470.0,2014
True,1,220200.0,2013
True,1,440.0,2014
True,1,8930.0,2014
True,2,242920.0,2014
True,2,206190.0,2014
True,2,105600.0,2014
True,2,221640.0,2014
True,2,304930.0,2014
True,2,65300.0,2014
True,0,224260.0,2015
True,0,24240.0,2014
True,1,48000.0,2014
True,2,61500.0,2011
True,1,238960.0,2014
True,2,319630.0,2015
True,0,322330.0,2015
True,2,246620.0,2014
True,1,271590.0,2015
True,0,264710.0,2015
True,1,207230.0,2013
True,2,216150.0,2014
True,2,237310.0,2015
True,2,6060.0,2014
True,2,200210.0,2014
True,2,18500.0,2014
True,2,238460.0,2014
True,2,107100.0,2014
True,2,268650.0,2015
True,1,346250.0,2015
True,2,252490.0,2014
True,2,269450.0,2014
True,2,206420.0,2015
True,0,233250.0,2015
True,1,244850.0,2015
False,2,375910.0,2015
True,2,245620.0,2014
True,2,232090.0,2015
True,2,570.0,2013
True,2,109600.0,2015
True,2,250320.0,2015
True,2,204360.0,2015
True,2,250760.0,2015
True,2,49520.0,2013
True,2,4000.0,2014
True,2,440.0,2013
True,0,730.0,2014
True,1,252490.0,2015
True,0,220240.0,2014
True,2,49520.0,2014
True,2,220240.0,2014
False,2,208650.0,2015
False,1,206500.0,2015
True,2,319630.0,2015
True,2,359320.0,2015
True,2,8190.0,2014
True,2,230410.0,2015
True,1,232090.0,2015
True,2,4000.0,2013
True,2,218230.0,2013
True,2,346110.0,2015
False,2,311400.0,2015
True,1,298630.0,2015
True,1,55230.0,2015
True,2,248570.0,2014
False,1,251570.0,2014
True,2,367580.0,2015
True,0,319510.0,2014
True,1,332800.0,2015
True,1,388090.0,2015
True,2,361800.0,2015
True,2,440.0,2013
True,2,8930.0,2014
True,0,304930.0,2014
False,2,217140.0,2014
False,2,265300.0,2014
True,2,311210.0,2015
True,2,333930.0,2015
True,0,730.0,2014
False,0,247304.0,2014
True,2,301910.0,2015
True,2,4000.0,2014
True,2,4920.0,2013
True,2,4000.0,2013
True,2,220240.0,2013
True,2,250900.0,2014
True,2,113200.0,2014
True,1,440.0,2013
True,2,230410.0,2015
True,2,207350.0,2014
True,2,35450.0,2014
True,2,570.0,2013
True,2,304930.0,2014
True,2,550.0,2013
True,2,20570.0,2013
True,2,244850.0,2014
True,0,8190.0,2013
True,0,242760.0,2015
True,0,204880.0,2014
False,2,289340.0,2014
True,2,214950.0,2014
True,2,42890.0,2014
True,2,290080.0,2014
True,2,204880.0,2014
True,0,238370.0,2015
True,1,206420.0,2014
True,1,113200.0,2015
