item_id,recommend,sentiment_analysis,year,developer,title
221100.0,True,2,2014,Bohemia Interactive,DayZ
209160.0,True,1,2014,,
15700.0,True,2,2014,,
333930.0,True,2,2015,,
265630.0,True,0,2014,Fistful of Frags Team,Fistful of Frags
440.0,True,1,2014,,
57300.0,True,2,2014,Frictional Games,Amnesia: The Dark Descent
299360.0,False,2,2015,"Jagex,Artplant",Block N Load
730.0,True,0,2014,Valve,Counter-Strike: Global Offensive
113200.0,True,2,2013,Edmund McMillen and Florian Himsl,The Binding of Isaac
240380.0,True,2,2013,,
39140.0,True,2,2013,Square Enix,FINAL FANTASY VII
258590.0,True,2,2014,,
550.0,True,1,2014,Valve,Left 4 Dead 2
4000.0,True,1,2013,Facepunch Studios,Garry's Mod
227680.0,False,0,2015,,
304050.0,True,2,2015,Trion Worlds,Trove
220.0,True,2,2014,Valve,Half-Life 2
43110.0,True,0,2014,,
440.0,True,2,2014,,
550.0,True,2,2014,Valve,Left 4 Dead 2
265210.0,True,1,2014,,
301640.0,False,0,2015,Rebellion,Zombie Army Trilogy
4000.0,True,0,2013,Facepunch Studios,Garry's Mod
4000.0,True,2,2013,Facepunch Studios,Garry's Mod
730.0,True,2,2015,Valve,Counter-Strike: Global Offensive
236090.0,True,2,2013,Humble Hearts LLC,Dust: An Elysian Tail
212480.0,True,2,2013,,
207750.0,True,1,2012,Empty Clip Studios,Symphony
12900.0,True,2,2011,,
271590.0,False,2,2015,Rockstar North,Grand Theft Auto V
252530.0,False,2,2015,,
261530.0,True,2,2014,,
252490.0,True,2,2014,Facepunch Studios,Rust
274900.0,True,2,2015,JForce Games,Murder Miners
286100.0,True,2,2014,Minor Key Games,You Have to Win the Game
265930.0,True,1,2014,Coffee Stain Studios,Goat Simulator
293760.0,True,2,2015,Camshaft Software,Automation - The Car Company Tycoon Game
346900.0,True,1,2015,Hyper Hippo Games,AdVenture Capitalist
234530.0,False,2,2014,,
72850.0,True,2,2014,,
6100.0,False,0,2013,,
202170.0,False,2,2014,,
239030.0,True,0,2015,3909,"Papers, Please"
251870.0,True,2,2015,OVERDRIVE,Go! Go! Nippon! ~My First Trip to Japan~
291480.0,False,2,2014,Crytek,Warface
8930.0,True,2,2013,,
222880.0,True,2,2014,New World Interactive,Insurgency
220200.0,True,2,2014,Squad,Kerbal Space Program
42680.0,True,2,2014,,
440.0,True,2,2014,,
391540.0,True,0,2015,tobyfox,Undertale
105600.0,True,2,2014,Re-Logic,Terraria
203770.0,True,2,2015,Paradox Development Studio,Crusader Kings II
212680.0,True,2,2015,Subset Games,FTL: Faster Than Light
304930.0,True,0,2015,Smartly Dressed Games,Unturned
244850.0,True,2,2014,,
51100.0,False,2,2015,,
219640.0,False,2,2014,Torn Banner Studios,Chivalry: Medieval Warfare
730.0,True,2,2015,Valve,Counter-Strike: Global Offensive
113400.0,True,2,2015,Reloaded Productions,APB Reloaded
34900.0,True,0,2014,,
40800.0,True,1,2014,,
620.0,True,1,2014,Valve,Portal 2
249550.0,True,0,2015,Silk Games,NEStalgia
301520.0,True,2,2014,Freejam,Robocraft
620.0,True,2,2013,Valve,Portal 2
251570.0,False,1,2014,,
8870.0,True,2,2014,"Irrational Games,Aspyr (Mac),Virtual Programming (Linux)",BioShock Infinite
2300.0,True,2,2015,,
242760.0,True,0,2014,Endnight Games Ltd,The Forest
17020.0,True,2,2015,,
50300.0,True,0,2014,Yager Development,Spec Ops: The Line
440.0,True,2,2011,,
270370.0,True,1,2014,Vortal Storm,Lambda Wars Beta
207610.0,True,2,2013,Telltale Games,The Walking Dead
221640.0,True,2,2013,Terry Cavanagh,Super Hexagon
213670.0,True,2,2014,Obsidian Entertainment,South Park™: The Stick of Truth™
730.0,True,0,2015,Valve,Counter-Strike: Global Offensive
326160.0,True,2,2015,Portalarium,Shroud of the Avatar: Forsaken Virtues
217100.0,True,0,2013,Memetic Games,Dementium II HD
258520.0,True,2,2014,The Astronauts,The Vanishing of Ethan Carter
250620.0,True,2,2014,,
297350.0,True,2,2014,PostMod Softworks,The Old City: Leviathan
72850.0,True,2,2013,,
440.0,True,1,2012,,
245550.0,True,2,2014,,
20920.0,True,2,2014,CD PROJEKT RED,The Witcher 2: Assassins of Kings Enhanced Edition
218230.0,True,2,2012,Daybreak Game Company,PlanetSide 2
252950.0,True,2,2015,,
265930.0,True,2,2014,Coffee Stain Studios,Goat Simulator
331470.0,True,2,2014,Soviet Games,Everlasting Summer
313740.0,True,2,2014,,
233610.0,True,2,2015,,
208090.0,True,2,2014,Edge of Reality,Loadout
384360.0,True,2,2015,"Edmund McMillen,James Id",Fingered
250900.0,True,2,2014,"Nicalis, Inc.",The Binding of Isaac: Rebirth
55140.0,True,2,2014,"Double Helix Games,Rainbow Studios,THQ Nordic",MX vs. ATV Reflex
270450.0,True,2,2014,Erik Asmussen,Robot Roller-Derby Disco Dodgeball
730.0,True,2,2013,Valve,Counter-Strike: Global Offensive
304930.0,True,2,2014,Smartly Dressed Games,Unturned
313690.0,False,0,2015,,
48700.0,True,2,2015,,
34870.0,True,2,2014,,
252490.0,True,2,2014,Facepunch Studios,Rust
265630.0,True,2,2014,Fistful of Frags Team,Fistful of Frags
22320.0,True,2,2014,,
1840.0,True,2,2013,,
620.0,True,2,2011,Valve,Portal 2
440.0,True,2,2014,,
207140.0,True,2,2015,DoubleDutch Games,SpeedRunners
306830.0,False,2,2014,,
730.0,True,2,2014,Valve,Counter-Strike: Global Offensive
252490.0,True,1,2014,Facepunch Studios,Rust
440.0,True,2,2015,,
225540.0,True,2,2015,,
292030.0,True,2,2015,,
271590.0,True,2,2015,Rockstar North,Grand Theft Auto V
730.0,True,2,2014,Valve,Counter-Strike: Global Offensive
4000.0,True,2,2015,Facepunch Studios,Garry's Mod
48220.0,False,2,2015,,
10180.0,True,1,2014,,
440.0,True,1,2014,,
230410.0,True,1,2015,Digital Extremes,Warframe
730.0,True,1,2015,Valve,Counter-Strike: Global Offensive
730.0,True,2,2015,Valve,Counter-Strike: Global Offensive
227320.0,True,2,2014,,
105600.0,True,1,2014,Re-Logic,Terraria
219150.0,True,2,2015,Dennaton Games,Hotline Miami
385770.0,True,2,2015,,
323370.0,True,2,2015,"Bluehole, Inc.",TERA
48700.0,True,0,2014,,
730.0,True,0,2014,Valve,Counter-Strike: Global Offensive
72850.0,True,1,2015,,
238960.0,True,2,2014,,
280.0,True,2,2015,Valve,Half-Life: Source
261570.0,True,1,2015,,
550.0,True,1,2014,Valve,Left 4 Dead 2
248310.0,True,2,2014,GalaxyTrail,Freedom Planet
268750.0,True,2,2014,SmashGames,Magicite
259080.0,True,1,2013,,
237930.0,True,0,2014,Supergiant Games,Transistor
236090.0,True,2,2014,Humble Hearts LLC,Dust: An Elysian Tail
225260.0,True,2,2014,,
29180.0,True,1,2014,Hemisphere Games,Osmos
219740.0,True,2,2013,,
218230.0,True,1,2013,Daybreak Game Company,PlanetSide 2
234330.0,False,2,2014,Demiurge Studios,Marvel Puzzle Quest
12900.0,True,1,2015,,
4000.0,True,2,2014,Facepunch Studios,Garry's Mod
730.0,True,2,2013,Valve,Counter-Strike: Global Offensive
440.0,True,2,2013,,
239140.0,True,2,2015,Techland,Dying Light
238430.0,False,0,2015,"Monochrome, Inc",Contagion
287700.0,True,1,2015,Konami Digital Entertainment,METAL GEAR SOLID V: THE PHANTOM PAIN
570.0,True,1,2015,,
230410.0,True,2,2014,Digital Extremes,Warframe
252490.0,True,1,2014,Facepunch Studios,Rust
48700.0,True,2,2011,,
252950.0,True,1,2015,,
346900.0,True,2,2015,Hyper Hippo Games,AdVenture Capitalist
385770.0,True,2,2015,,
363970.0,True,2,2015,Playsaurus,Clicker Heroes
259080.0,True,2,2013,,
391540.0,True,2,2015,tobyfox,Undertale
570.0,True,2,2013,,
235340.0,False,1,2013,,
47410.0,True,2,2015,FireFly Studios,Stronghold Kingdoms
730.0,False,2,2014,Valve,Counter-Strike: Global Offensive
202170.0,True,2,2013,,
287700.0,True,1,2015,Konami Digital Entertainment,METAL GEAR SOLID V: THE PHANTOM PAIN
440.0,True,1,2011,,
72850.0,True,1,2012,,
248310.0,False,2,2015,GalaxyTrail,Freedom Planet
200710.0,True,2,2013,Runic Games,Torchlight II
304930.0,True,2,2014,Smartly Dressed Games,Unturned
232090.0,False,0,2015,Tripwire Interactive,Killing Floor 2
201810.0,False,0,2015,Machine Games,Wolfenstein: The New Order
274940.0,True,2,2015,Digital Confectioners,Depth
214490.0,True,2,2014,"Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",Alien: Isolation
260230.0,True,2,2014,Ubisoft Montpellier,Valiant Hearts: The Great War™ / Soldats Inconnus : Mémoires de la Grande Guerre™
263280.0,True,0,2014,,
320.0,True,2,2013,Valve,Half-Life 2: Deathmatch
730.0,True,2,2015,Valve,Counter-Strike: Global Offensive
245550.0,True,2,2014,,
265630.0,True,2,2014,Fistful of Frags Team,Fistful of Frags
570.0,True,1,2014,,
257730.0,True,2,2014,,
218620.0,True,2,2014,,
218620.0,True,1,2014,,
236450.0,True,2,2015,,
40800.0,True,2,2015,,
250180.0,True,2,2015,"SNK CORPORATION,DotEmu",METAL SLUG 3
241600.0,True,2,2015,Cellar Door Games,Rogue Legacy
730.0,True,2,2015,Valve,Counter-Strike: Global Offensive
206420.0,True,1,2014,Deep Silver Volition,Saints Row IV
4000.0,True,0,2014,Facepunch Studios,Garry's Mod
391540.0,True,2,2015,tobyfox,Undertale
218230.0,True,2,2014,Daybreak Game Company,PlanetSide 2
252950.0,True,2,2015,,
219150.0,True,0,2015,Dennaton Games,Hotline Miami
550.0,True,2,2015,Valve,Left 4 Dead 2
218620.0,True,0,2014,,
6860.0,True,2,2015,Io-Interactive A/S,Hitman: Blood Money
730.0,True,2,2015,Valve,Counter-Strike: Global Offensive
248170.0,True,0,2015,Clickteam,Clickteam Fusion 2.5
262490.0,True,2,2015,,
297141.0,False,1,2015,,
440.0,True,0,2012,,
200710.0,True,1,2013,Runic Games,Torchlight II
550.0,True,2,2013,Valve,Left 4 Dead 2
286570.0,False,0,2015,"Codemasters,Feral Interactive (Linux)",F1 2015
267600.0,False,0,2014,United Independent Entertainment GmbH,Airport Simulator 2014
219740.0,True,1,2014,,
8190.0,True,2,2013,Avalanche Studios,Just Cause 2
94400.0,False,2,2015,Messhof,Nidhogg
243470.0,True,2,2014,,
227940.0,True,2,2014,,
72850.0,True,2,2014,,
244850.0,True,2,2014,,
252490.0,True,2,2013,Facepunch Studios,Rust
49520.0,True,2,2013,"Gearbox Software,Aspyr (Mac &amp; Linux)",Borderlands 2
730.0,True,2,2014,Valve,Counter-Strike: Global Offensive
218620.0,True,2,2015,,
109600.0,False,2,2015,Cryptic Studios,Neverwinter
261820.0,False,2,2014,,
39120.0,False,2,2014,Trion Worlds,RIFT
6060.0,False,0,2015,,
238460.0,True,2,2015,,
550.0,True,0,2014,Valve,Left 4 Dead 2
206500.0,True,2,2014,,
334230.0,True,2,2015,BlankMediaGames,Town of Salem
274290.0,False,1,2014,Deconstructeam,Gods Will Be Watching
310700.0,True,2,2014,Minor Key Games,Super Win the Game
310070.0,True,1,2014,Lucky Frame,The Nightmare Cooperative
247080.0,True,1,2014,Brace Yourself Games,Crypt of the NecroDancer
312630.0,True,2,2014,,
244850.0,True,2,2013,,
221380.0,True,2,2013,,
223810.0,True,1,2013,,
270090.0,True,2,2015,,
204450.0,True,2,2014,,
377160.0,True,2,2015,Bethesda Game Studios,Fallout 4
570.0,True,2,2015,,
307780.0,False,2,2015,"NetherRealm Studios,High Voltage Software",Mortal Kombat X
344760.0,True,0,2015,Code}{atch,Reign Of Kings
321960.0,True,2,2015,,
322070.0,True,0,2014,,
218620.0,False,2,2014,,
321360.0,False,0,2015,"Circle Five Studios,Pub Games",Primal Carnage: Extinction
322070.0,True,2,2014,,
49520.0,True,2,2014,"Gearbox Software,Aspyr (Mac &amp; Linux)",Borderlands 2
218470.0,False,0,2014,,
304930.0,True,0,2014,Smartly Dressed Games,Unturned
49520.0,True,0,2014,"Gearbox Software,Aspyr (Mac &amp; Linux)",Borderlands 2
570.0,True,2,2013,,
107900.0,False,2,2015,,
355180.0,True,2,2015,Hoobalugalar_X,Codename CURE
222880.0,True,2,2015,New World Interactive,Insurgency
346900.0,True,1,2015,Hyper Hippo Games,AdVenture Capitalist
12100.0,True,2,2015,Rockstar Games,Grand Theft Auto III
730.0,True,2,2014,Valve,Counter-Strike: Global Offensive
22370.0,True,2,2013,,
570.0,False,1,2014,,
440.0,True,2,2014,,
550.0,True,2,2015,Valve,Left 4 Dead 2
218620.0,True,2,2014,,
221100.0,True,1,2015,Bohemia Interactive,DayZ
391460.0,False,0,2015,WARTEAM,WARMODE
107410.0,True,1,2015,Bohemia Interactive,Arma 3
31290.0,True,1,2014,,
730.0,True,1,2014,Valve,Counter-Strike: Global Offensive
221100.0,False,2,2015,Bohemia Interactive,DayZ
393380.0,True,0,2015,Offworld Industries,Squad
222880.0,True,0,2014,New World Interactive,Insurgency
377160.0,False,2,2015,Bethesda Game Studios,Fallout 4
292030.0,True,2,2015,,
25000.0,True,2,2015,Wolfire Games,Overgrowth
313730.0,True,2,2014,,
219740.0,True,2,2014,,
207610.0,True,2,2015,Telltale Games,The Walking Dead
233130.0,True,2,2015,Flying Wild Hog,Shadow Warrior
304240.0,True,2,2015,"CAPCOM Co., Ltd.",Resident Evil / biohazard HD REMASTER
214190.0,True,1,2014,,
221100.0,True,0,2014,Bohemia Interactive,DayZ
227680.0,False,0,2014,,
49520.0,True,2,2014,"Gearbox Software,Aspyr (Mac &amp; Linux)",Borderlands 2
204880.0,True,2,2014,,
730.0,True,2,2014,Valve,Counter-Strike: Global Offensive
206210.0,True,2,2014,,
440.0,True,2,2011,,
440.0,True,1,2014,,
440.0,True,1,2014,,
48700.0,True,0,2015,,
570.0,True,2,2014,,
219640.0,True,2,2013,Torn Banner Studios,Chivalry: Medieval Warfare
8190.0,True,2,2014,Avalanche Studios,Just Cause 2
95400.0,True,2,2015,,
230410.0,True,2,2013,Digital Extremes,Warframe
286340.0,True,2,2014,Farsky Interactive,FarSky
22380.0,True,2,2014,Obsidian Entertainment,Fallout: New Vegas
72850.0,True,0,2014,,
570.0,True,0,2012,,
1840.0,True,2,2014,,
730.0,True,0,2015,Valve,Counter-Strike: Global Offensive
310380.0,True,2,2015,Edge Case Games Ltd.,Fractured Space
208090.0,True,1,2014,Edge of Reality,Loadout
570.0,True,2,2014,,
104900.0,True,0,2014,"Trek Industries, Inc",ORION: Prelude
570.0,True,2,2013,,
550.0,False,0,2013,Valve,Left 4 Dead 2
730.0,True,2,2014,Valve,Counter-Strike: Global Offensive
201790.0,True,2,2014,Robot Entertainment,Orcs Must Die! 2
222880.0,True,2,2014,New World Interactive,Insurgency
313730.0,True,2,2014,,
440.0,True,2,2015,,
730.0,True,0,2015,Valve,Counter-Strike: Global Offensive
630.0,True,0,2014,,
212680.0,True,2,2014,Subset Games,FTL: Faster Than Light
570.0,True,2,2014,,
440.0,True,2,2014,,
247730.0,False,1,2014,,
206210.0,True,2,2013,,
252950.0,True,1,2015,,
236430.0,True,1,2014,"FromSoftware, Inc",DARK SOULS™ II
223710.0,True,1,2014,Team Psykskallar,Cry of Fear
12220.0,True,0,2014,Rockstar North / Toronto,Grand Theft Auto: Episodes from Liberty City
202970.0,True,1,2014,,
224260.0,False,1,2014,No More Room in Hell Team,No More Room in Hell
217690.0,True,1,2014,Dreampainters,Anna - Extended Edition
259080.0,True,2,2013,,
301520.0,True,2,2015,Freejam,Robocraft
304930.0,True,2,2015,Smartly Dressed Games,Unturned
224540.0,True,2,2014,,
224540.0,True,1,2014,,
63380.0,True,2,2014,Rebellion,Sniper Elite V2
209080.0,True,2,2014,Muse Games,Guns of Icarus Online
330570.0,True,0,2015,C3SK,Noct
236370.0,True,2,2015,Zero Point Software,Interstellar Marines
205100.0,True,1,2014,Arkane Studios,Dishonored
271590.0,False,2,2015,Rockstar North,Grand Theft Auto V
227700.0,True,2,2014,,
328500.0,True,1,2015,Pixeljam,Potatoman Seeks the Troof
8190.0,True,2,2014,Avalanche Studios,Just Cause 2
440.0,True,1,2014,,
208090.0,False,1,2015,Edge of Reality,Loadout
304930.0,True,2,2014,Smartly Dressed Games,Unturned
355180.0,False,2,2015,Hoobalugalar_X,Codename CURE
382490.0,False,2,2015,Rogue Snail,Relic Hunters Zero
440.0,False,2,2015,,
550.0,True,0,2015,Valve,Left 4 Dead 2
204300.0,True,0,2014,,
301520.0,False,2,2014,Freejam,Robocraft
207610.0,True,0,2013,Telltale Games,The Walking Dead
356640.0,True,2,2015,,
221100.0,True,0,2013,Bohemia Interactive,DayZ
250320.0,True,2,2014,Telltale Games,The Wolf Among Us
236510.0,False,0,2014,,
113400.0,True,2,2014,Reloaded Productions,APB Reloaded
440.0,True,2,2014,,
304930.0,True,0,2014,Smartly Dressed Games,Unturned
241540.0,True,2,2014,Undead Labs,State of Decay
242720.0,False,0,2014,"Masangsoft, Inc.",GunZ 2: The Second Duel
221100.0,True,2,2015,Bohemia Interactive,DayZ
273350.0,True,2,2015,Turtle Rock Studios,Evolve Stage 2
49520.0,True,2,2015,"Gearbox Software,Aspyr (Mac &amp; Linux)",Borderlands 2
346110.0,True,2,2015,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC",ARK: Survival Evolved
271590.0,True,2,2015,Rockstar North,Grand Theft Auto V
212010.0,False,0,2014,Fishlabs Entertainment GmbH,Galaxy on Fire 2™ Full HD
246090.0,True,2,2014,Double Fine Productions,Spacebase DF-9
206190.0,True,2,2015,Suspicious Developments,Gunpoint
243950.0,True,0,2013,Larian Studios,Divinity: Dragon Commander
233720.0,True,2,2013,Bossa Studios,Surgeon Simulator
242760.0,True,1,2014,Endnight Games Ltd,The Forest
232090.0,True,1,2015,Tripwire Interactive,Killing Floor 2
270150.0,True,0,2014,Osumia Games,RUNNING WITH RIFLES
220240.0,False,0,2013,,
231430.0,True,1,2015,"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",Company of Heroes 2
35450.0,True,1,2014,,
209670.0,True,2,2014,Data Realms,Cortex Command
72850.0,True,0,2014,,
226700.0,False,0,2014,,
401810.0,True,2,2015,PolyKid,Poi
35140.0,True,2,2014,,
209000.0,False,2,2014,"WB Games Montreal,Splash Damage",Batman™: Arkham Origins
287700.0,True,2,2015,Konami Digital Entertainment,METAL GEAR SOLID V: THE PHANTOM PAIN
200260.0,True,2,2014,,
24200.0,True,2,2014,,
1250.0,True,2,2015,Tripwire Interactive,Killing Floor
400.0,True,2,2014,Valve,Portal
17300.0,True,2,2014,Crytek,Crysis
274940.0,True,0,2015,Digital Confectioners,Depth
105600.0,True,2,2014,Re-Logic,Terraria
250900.0,True,2,2014,"Nicalis, Inc.",The Binding of Isaac: Rebirth
241600.0,True,2,2013,Cellar Door Games,Rogue Legacy
42910.0,True,2,2013,Arrowhead Game Studios,Magicka
244870.0,True,2,2013,Michael Todd Games,Electronic Super Joy
250420.0,True,2,2013,Archive Entertainment,8BitMMO
8930.0,True,0,2015,,
91310.0,True,0,2013,,
4000.0,True,2,2013,Facepunch Studios,Garry's Mod
221100.0,True,2,2013,Bohemia Interactive,DayZ
270550.0,True,2,2014,Awesome Games Studio,Yet Another Zombie Defense
48700.0,True,2,2013,,
105600.0,True,2,2015,Re-Logic,Terraria
204100.0,True,1,2014,Rockstar Studios,Max Payne 3
262060.0,True,2,2015,,
266510.0,True,2,2014,Defiant Development,Hand of Fate
248860.0,True,0,2014,Blue Bottle Games,NEO Scavenger
226700.0,True,0,2014,,
235460.0,True,2,2014,PlatinumGames,METAL GEAR RISING: REVENGEANCE
225260.0,True,2,2015,,
21100.0,True,2,2015,Day 1 Studios,F.E.A.R. 3
238010.0,True,2,2015,"Eidos Montreal,Feral Interactive (Mac)",Deus Ex: Human Revolution - Director's Cut
49520.0,True,2,2012,"Gearbox Software,Aspyr (Mac &amp; Linux)",Borderlands 2
42680.0,True,0,2012,,
230410.0,True,2,2014,Digital Extremes,Warframe
730.0,True,2,2014,Valve,Counter-Strike: Global Offensive
220200.0,True,2,2014,Squad,Kerbal Space Program
33930.0,True,2,2014,Bohemia Interactive,Arma 2: Operation Arrowhead
3830.0,True,2,2012,Double Fine Productions,Psychonauts
224260.0,True,2,2014,No More Room in Hell Team,No More Room in Hell
209160.0,True,2,2013,,
730.0,True,2,2015,Valve,Counter-Strike: Global Offensive
440.0,True,2,2014,,
32470.0,True,0,2014,,
15620.0,True,2,2014,,
252950.0,True,2,2015,,
570.0,True,2,2013,,
391680.0,True,2,2015,,
244850.0,True,1,2014,,
43110.0,True,2,2014,,
241540.0,True,2,2014,Undead Labs,State of Decay
259080.0,True,2,2015,,
209080.0,True,2,2015,Muse Games,Guns of Icarus Online
630.0,True,1,2014,,
224600.0,True,2,2014,"Trion Worlds, Inc.",Defiance
1250.0,True,2,2014,Tripwire Interactive,Killing Floor
271290.0,False,0,2014,,
4000.0,True,2,2014,Facepunch Studios,Garry's Mod
261640.0,True,1,2014,"2K Australia,Gearbox Software,Aspyr (Mac and Linux)",Borderlands: The Pre-Sequel
252490.0,True,2,2013,Facepunch Studios,Rust
221100.0,True,2,2013,Bohemia Interactive,DayZ
730.0,True,1,2014,Valve,Counter-Strike: Global Offensive
8930.0,True,2,2014,,
620.0,True,1,2014,Valve,Portal 2
730.0,True,2,2013,Valve,Counter-Strike: Global Offensive
226320.0,True,1,2013,,
6060.0,True,1,2014,,
440.0,True,1,2014,,
104900.0,True,1,2014,"Trek Industries, Inc",ORION: Prelude
245620.0,True,2,2014,Haemimont Games,Tropico 5
359050.0,False,1,2015,marbenx,Shower With Your Dad Simulator 2015: Do You Still Shower With Your Dad
440.0,True,1,2014,,
24740.0,True,2,2014,Criterion Games,Burnout Paradise: The Ultimate Box
265930.0,False,2,2014,Coffee Stain Studios,Goat Simulator
8870.0,True,0,2015,"Irrational Games,Aspyr (Mac),Virtual Programming (Linux)",BioShock Infinite
293540.0,False,0,2015,Masthead Studios Ltd,Guns and Robots
1840.0,True,2,2014,,
346110.0,True,2,2015,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC",ARK: Survival Evolved
33930.0,True,2,2014,Bohemia Interactive,Arma 2: Operation Arrowhead
4560.0,True,0,2014,,
319630.0,True,2,2015,,
202970.0,True,2,2014,,
8870.0,False,0,2014,"Irrational Games,Aspyr (Mac),Virtual Programming (Linux)",BioShock Infinite
620.0,True,2,2013,Valve,Portal 2
440.0,True,0,2013,,
295550.0,True,2,2014,Katauri,Royal Quest
317360.0,True,0,2014,Double Action Factory,Double Action: Boogaloo
274900.0,True,2,2014,JForce Games,Murder Miners
550.0,True,1,2014,Valve,Left 4 Dead 2
440.0,True,1,2013,,
221100.0,False,0,2014,Bohemia Interactive,DayZ
221100.0,True,2,2014,Bohemia Interactive,DayZ
440.0,True,1,2015,,
222880.0,True,2,2014,New World Interactive,Insurgency
440.0,True,2,2015,,
221640.0,True,1,2014,Terry Cavanagh,Super Hexagon
212680.0,True,2,2014,Subset Games,FTL: Faster Than Light
102840.0,True,2,2015,Klei Entertainment,Shank 2
218620.0,True,2,2014,,
211820.0,True,0,2013,Chucklefish,Starbound
55230.0,True,2,2014,Volition,Saints Row: The Third
10090.0,True,2,2013,Treyarch,Call of Duty: World at War
252490.0,True,2,2014,Facepunch Studios,Rust
216150.0,True,2,2013,Nexon,MapleStory
291550.0,True,2,2015,Blue Mammoth Games,Brawlhalla
219150.0,True,2,2014,Dennaton Games,Hotline Miami
43110.0,True,2,2015,,
219740.0,False,0,2014,,
313340.0,True,2,2015,David OReilly,Mountain
99900.0,True,2,2014,,
730.0,True,1,2015,Valve,Counter-Strike: Global Offensive
570.0,True,1,2015,,
730.0,True,1,2014,Valve,Counter-Strike: Global Offensive
440.0,True,2,2014,,
250900.0,True,2,2014,"Nicalis, Inc.",The Binding of Isaac: Rebirth
400.0,True,2,2014,Valve,Portal
209000.0,True,2,2014,"WB Games Montreal,Splash Damage",Batman™: Arkham Origins
203160.0,True,2,2015,"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",Tomb Raider
72850.0,True,2,2014,,
730.0,True,2,2014,Valve,Counter-Strike: Global Offensive
49520.0,True,2,2014,"Gearbox Software,Aspyr (Mac &amp; Linux)",Borderlands 2
305620.0,True,1,2014,Hinterland Studio Inc.,The Long Dark
730.0,True,2,2015,Valve,Counter-Strike: Global Offensive
107100.0,True,2,2014,Supergiant Games,Bastion
220240.0,True,1,2014,,
200510.0,True,2,2014,"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",XCOM: Enemy Unknown
206420.0,True,2,2014,Deep Silver Volition,Saints Row IV
104900.0,False,0,2014,"Trek Industries, Inc",ORION: Prelude
206190.0,True,0,2014,Suspicious Developments,Gunpoint
271290.0,True,0,2014,,
252490.0,False,1,2013,Facepunch Studios,Rust
236390.0,True,2,2013,,
273350.0,True,1,2014,Turtle Rock Studios,Evolve Stage 2
317400.0,True,2,2015,Prism Game Studios Ltd.,Portal Stories: Mel
40800.0,True,0,2015,,
9350.0,True,2,2014,Gas Powered Games,Supreme Commander
107100.0,True,1,2011,Supergiant Games,Bastion
36000.0,True,2,2011,Sakari Indie,Foreign Legion: Buckets of Blood
42910.0,True,2,2011,Arrowhead Game Studios,Magicka
204360.0,True,2,2014,,
239220.0,False,0,2014,,
218620.0,True,1,2014,,
570.0,True,1,2013,,
252490.0,True,2,2014,Facepunch Studios,Rust
50650.0,False,0,2015,,
570.0,True,2,2015,,
105600.0,True,2,2014,Re-Logic,Terraria
49520.0,True,1,2015,"Gearbox Software,Aspyr (Mac &amp; Linux)",Borderlands 2
219150.0,True,1,2014,Dennaton Games,Hotline Miami
238010.0,True,1,2014,"Eidos Montreal,Feral Interactive (Mac)",Deus Ex: Human Revolution - Director's Cut
730.0,True,1,2014,Valve,Counter-Strike: Global Offensive
105600.0,True,2,2015,Re-Logic,Terraria
219150.0,True,0,2015,Dennaton Games,Hotline Miami
730.0,True,2,2015,Valve,Counter-Strike: Global Offensive
265550.0,True,2,2015,,
271590.0,True,1,2015,Rockstar North,Grand Theft Auto V
251060.0,True,2,2015,Eugen Systems,Wargame: Red Dragon
24240.0,True,2,2014,,
374301.0,True,1,2015,,
207815.0,True,1,2014,,
263400.0,True,1,2014,Yakiniku Banzai,War of the Human Tanks
366660.0,True,2,2015,,
416130.0,True,2,2015,Unwonted Studios,Written in the Sky
41700.0,True,2,2015,GSC Game World,S.T.A.L.K.E.R.: Call of Pripyat
250320.0,True,2,2013,Telltale Games,The Wolf Among Us
440.0,True,2,2012,,
570.0,True,2,2013,,
221100.0,True,2,2015,Bohemia Interactive,DayZ
230820.0,True,2,2015,Daedalic Entertainment,The Night of the Rabbit
730.0,True,2,2015,Valve,Counter-Strike: Global Offensive
252490.0,True,2,2014,Facepunch Studios,Rust
730.0,True,2,2015,Valve,Counter-Strike: Global Offensive
344760.0,True,2,2015,Code}{atch,Reign Of Kings
225540.0,False,2,2015,,
218620.0,True,2,2015,,
287700.0,True,2,2015,Konami Digital Entertainment,METAL GEAR SOLID V: THE PHANTOM PAIN
24980.0,True,2,2013,BioWare,Mass Effect 2
49520.0,True,2,2014,"Gearbox Software,Aspyr (Mac &amp; Linux)",Borderlands 2
205100.0,True,2,2014,Arkane Studios,Dishonored
48190.0,True,2,2014,,
107410.0,True,0,2014,Bohemia Interactive,Arma 3
332310.0,True,2,2015,"TT Games,Traveller's Tales",LEGO® Worlds
214420.0,True,1,2015,Doctor Entertainment AB,Gear Up
359800.0,True,2,2015,,
346900.0,True,2,2015,Hyper Hippo Games,AdVenture Capitalist
4000.0,True,2,2014,Facepunch Studios,Garry's Mod
440.0,True,2,2014,,
